"year" "julian.day" "wild" "river.age" "sea.age" "length" "weight" "sea.lice" "river" "country" "sex"
"2897" 2015 160 FALSE 1 1 64 1.88 FALSE "oir" "fr" "F"
"2900" 2006 115 TRUE 2 2 77.2 4.12 FALSE "oir" "fr" "F"
"2915" 2006 118 FALSE 2 3 85.4 4.22 FALSE "oir" "fr" "M"
"2960" 2006 165 FALSE 1 1 70.5 2.37 FALSE "oir" "fr" "M"
"2984" 2006 125 TRUE 2 1 65.4 2.59 FALSE "oir" "fr" "F"
"2985" 2003 87 TRUE 2 2 81.6 4.22 FALSE "oir" "fr" "F"
"3005" 2017 193 FALSE 1 1 55.3 1.08 FALSE "oir" "fr" "M"
"3019" 2001 103 FALSE 1 2 78.9 4.04 TRUE "oir" "fr" "F"
"3021" 2013 169 FALSE 2 1 66.7 2.01 TRUE "oir" "fr" "M"
"3025" 2007 108 FALSE 3 2 72 2.43 FALSE "oir" "fr" NA
"3033" 2004 165 FALSE 1 1 57.4 1.51 FALSE "oir" "fr" "M"
"3046" 2005 103 FALSE 1 2 81.9 3.85 FALSE "oir" "fr" "F"
"3048" 2001 105 FALSE 2 2 78.4 3.36 FALSE "oir" "fr" "F"
"3067" 2013 175 FALSE 1 1 61.2 1.51 FALSE "oir" "fr" "M"
"3069" 2011 110 TRUE 2 2 73.5 3.7 FALSE "oir" "fr" "F"
"3071" 2005 104 FALSE 1 2 75.2 3.37 FALSE "oir" "fr" "M"
"3074" 2002 175 FALSE 1 1 64.6 1.59 FALSE "oir" "fr" "F"
"3081" 2010 143 FALSE 1 1 61.1 1.56 FALSE "oir" "fr" "F"
"3085" 2001 102 FALSE 1 3 85.5 4.2 TRUE "oir" "fr" "F"
"3100" 2015 106 FALSE 1 2 85.7 3.58 FALSE "oir" "fr" "F"
"3114" 2011 163 FALSE 1 1 70.9 2.26 FALSE "oir" "fr" "M"
"3118" 2011 108 TRUE 2 2 72.6 3.04 FALSE "oir" "fr" "F"
"3127" 2007 141 TRUE 2 1 67.3 2.54 FALSE "oir" "fr" "M"
"3132" 2016 154 TRUE 1 1 64.8 2.18 FALSE "oir" "fr" "F"
"3133" 2012 110 TRUE 2 2 81.7 3.8 FALSE "oir" "fr" "M"
"3145" 2014 156 TRUE 1 1 67.8 2.44 FALSE "oir" "fr" "F"
"3147" 2010 156 FALSE 1 1 61.6 1.67 FALSE "oir" "fr" "F"
"3155" 2002 92 FALSE 2 2 85.2 4.06 FALSE "oir" "fr" "M"
"3189" 2008 165 FALSE 1 1 60.8 1.64 FALSE "oir" "fr" "M"
"3194" 2000 96 TRUE 2 2 79.6 3.97 FALSE "oir" "fr" "F"
"3203" 2017 154 FALSE 1 1 61.7 1.59 FALSE "oir" "fr" "M"
"3212" 2004 151 TRUE 1 1 69.7 2.52 FALSE "oir" "fr" "M"
"3219" 2017 169 FALSE 2 1 55.8 1.14 FALSE "oir" "fr" "M"
"3228" 2011 100 TRUE 2 3 79.5 4.12 FALSE "oir" "fr" "F"
"3233" 2000 88 FALSE 1 2 79.3 3.58 TRUE "oir" "fr" "F"
"3244" 2008 173 FALSE 1 1 69.1 2.29 FALSE "oir" "fr" "F"
"3248" 2016 166 TRUE 2 1 63.7 2.27 FALSE "oir" "fr" "M"
"3250" 2006 102 FALSE 1 4 85.6 4.25 FALSE "oir" "fr" "F"
"3254" 2009 145 TRUE 2 1 67.4 2.57 FALSE "oir" "fr" "M"
"3258" 2007 141 TRUE 1 1 59 1.57 FALSE "oir" "fr" "M"
"3267" 2009 119 FALSE 1 2 76.7 3.6 FALSE "oir" "fr" "F"
"3286" 2002 109 FALSE 1 4 94.3 6.2 FALSE "oir" "fr" "F"
"3312" 2010 102 FALSE 2 4 89 5.28 FALSE "oir" "fr" "F"
"3315" 2007 114 TRUE 2 3 83.8 4.04 FALSE "oir" "fr" "F"
"3332" 2012 127 FALSE 1 2 78.8 3.3 FALSE "oir" "fr" "F"
"3343" 2000 144 FALSE 1 1 60.4 1.61 FALSE "oir" "fr" "M"
"3344" 2009 163 FALSE 1 1 69.9 2.13 FALSE "oir" "fr" "M"
"3353" 2006 163 TRUE 2 1 72 3.09 FALSE "oir" "fr" "M"
"3355" 2000 93 FALSE 1 2 83.6 4.11 FALSE "oir" "fr" "F"
"3360" 2011 106 TRUE 2 2 77.8 3.87 TRUE "oir" "fr" "F"
"3369" 2006 101 TRUE 1 2 82.9 4.77 FALSE "oir" "fr" "F"
"3373" 2001 87 TRUE 2 2 78.8 4.05 FALSE "oir" "fr" "F"
"3374" 2016 117 FALSE 1 2 79.7 3.98 FALSE "oir" "fr" "F"
"3383" 2003 138 TRUE 2 1 60.5 1.83 TRUE "oir" "fr" "M"
"3386" 2007 159 FALSE 1 1 60.9 1.77 FALSE "oir" "fr" "M"
"3388" 2007 123 FALSE 1 2 86.6 4.32 FALSE "oir" "fr" "F"
"3409" 2011 118 FALSE 1 2 83.9 3.45 FALSE "oir" "fr" "F"
"3410" 2013 160 FALSE 1 1 62.5 1.82 FALSE "oir" "fr" "M"
"3431" 2001 136 FALSE 2 1 65.2 1.95 FALSE "oir" "fr" "M"
"3435" 2001 113 FALSE 1 2 79.9 3.27 FALSE "oir" "fr" "F"
"3452" 2004 161 FALSE 1 1 70.8 2.26 FALSE "oir" "fr" "M"
"3453" 2014 131 FALSE 1 2 81.8 3.66 FALSE "oir" "fr" "M"
"3455" 2014 132 FALSE 1 2 75.6 3.38 FALSE "oir" "fr" "M"
"3460" 2013 116 FALSE 2 2 72.3 2.25 FALSE "oir" "fr" "F"
"NA.1" NA NA NA NA NA NA NA NA NA NA NA
"3479" 2009 103 TRUE 2 3 89.7 5.09 FALSE "oir" NA "M"
"3510" 2003 149 TRUE 2 1 62 1.9 FALSE "oir" "fr" "F"
"3514" 2011 190 FALSE 1 1 62.8 1.8 FALSE "oir" "fr" "M"
"3518" 2005 161 FALSE 1 1 61.5 1.82 FALSE "oir" "fr" "F"
"3539" 2001 148 FALSE 2 1 69.3 1.99 FALSE "oir" "fr" "F"
"3547" 2006 168 FALSE 1 1 69.6 2.42 FALSE "oir" "fr" "F"
"3549" 2003 94 TRUE 2 4 94 7.07 TRUE "oir" "fr" "F"
"3552" 2017 171 FALSE 1 1 54.5 1.3 FALSE "oir" "fr" "F"
"3553" 2012 122 FALSE 1 2 69.2 2.18 FALSE "oir" "fr" "F"
"3555" 2008 101 TRUE 2 3 91.9 5.88 TRUE "oir" "fr" "F"
"3559" 2000 96 FALSE 1 4 87.6 4.5 TRUE "oir" "fr" "F"
"3564" 2007 154 TRUE 1 1 68.4 2.72 FALSE "oir" "fr" "F"
"3610" 2016 87 TRUE 2 2 80.9 4.5 FALSE "oir" "fr" "F"
"3615" 2010 109 TRUE 1 2 82 4.15 FALSE "oir" "fr" "F"
"3624" 2010 161 TRUE 2 1 59.4 1.59 FALSE "oir" "fr" "F"
"3631" 2000 159 TRUE 2 1 NA 1.68 FALSE "oir" "fr" "F"
"3645" 2003 147 TRUE 2 1 64.2 2.09 FALSE "oir" "fr" "F"
"3662" 2000 90 FALSE 1 2 74 2.88 FALSE "oir" "fr" "F"
"3668" 2004 99 FALSE 1 2 78.7 3.43 FALSE "oir" "fr" "F"
"3675" 2013 109 FALSE 1 2 75.4 2.87 FALSE "oir" "fr" "F"
"3701" 2012 111 TRUE 2 2 77.5 3.78 FALSE "oir" "fr" "M"
"3703" 2000 87 FALSE 2 2 78.9 2.91 FALSE "oir" "fr" "F"
"3710" 2012 184 FALSE 1 1 62.4 1.84 FALSE "oir" "fr" "M"
"3723" 2006 150 TRUE 2 1 60.1 1.83 FALSE "oir" "fr" "F"
"3733" 2007 119 FALSE 1 3 92.5 6.17 FALSE "oir" "fr" "F"
"3734" 2004 157 FALSE 2 1 71.7 1.94 FALSE "oir" "fr" "M"
"3739" 2013 168 FALSE 2 1 63 1.82 FALSE "oir" "fr" "M"
"3742" 2009 164 FALSE 1 1 61.1 1.43 FALSE "oir" "fr" "M"
"3745" 2007 111 FALSE 1 4 89.2 4.38 FALSE "oir" "fr" "M"
"3753" 2011 171 FALSE 1 1 61.3 1.28 FALSE "oir" "fr" "M"
"3758" 2000 116 TRUE 2 2 83.9 4.7 FALSE "oir" "fr" "F"
"3780" 2003 96 FALSE 1 2 76.4 3.36 FALSE "oir" "fr" "F"
"3782" 2002 172 FALSE 1 1 68.5 2.32 FALSE "oir" "fr" "M"
"3786" 2005 120 FALSE 1 3 89.3 4.85 FALSE "oir" "fr" "F"
"3800" 2011 117 FALSE 1 4 96.7 5.48 FALSE "oir" "fr" "F"
"3805" 2004 96 TRUE 2 2 77.1 4.07 FALSE "oir" "fr" "M"
"3812" 2015 165 TRUE 1 1 60.2 2.32 FALSE "oir" "fr" "M"
"3826" 2004 148 TRUE 3 1 69.7 2.9 FALSE "oir" "fr" "M"
"3866" 2003 142 FALSE 1 1 71.5 2.43 FALSE "oir" "fr" "M"
"3900" 2007 143 TRUE 2 1 65.4 2.47 FALSE "oir" "fr" "F"
"3901" 2010 149 FALSE 1 1 61.9 1.31 FALSE "oir" "fr" "M"
"3919" 2006 111 FALSE 1 2 84 4.06 FALSE "oir" "fr" "F"
"3924" 2004 116 FALSE 1 3 97.4 6.06 FALSE "oir" "fr" "M"
"3927" 2010 144 TRUE 1 1 62.7 2.03 FALSE "oir" "fr" "M"
"3944" 2015 157 TRUE 2 1 53.9 1.55 FALSE "oir" "fr" "F"
"3951" 2008 159 FALSE 1 1 62.4 1.56 FALSE "oir" "fr" "F"
"3968" 2010 164 FALSE 1 1 61.1 1.32 FALSE "oir" "fr" "F"
"3977" 2010 126 FALSE 1 2 81.7 3.59 FALSE "oir" "fr" "F"
"3983" 2001 114 FALSE 1 2 86 4.23 FALSE "oir" "fr" "F"
"3984" 2001 93 TRUE 2 2 73.3 2.78 FALSE "oir" "fr" "F"
"3991" 2012 125 FALSE 1 2 72 2.38 FALSE "oir" "fr" "F"
"4021" 2008 108 FALSE 2 2 82.3 3.64 FALSE "oir" "fr" "F"
"4045" 2006 165 FALSE 2 1 64.7 2.11 FALSE "oir" "fr" "F"
"4046" 2003 147 TRUE 2 1 73 3.64 FALSE "oir" "fr" "F"
"4048" 2004 148 FALSE 1 1 63.9 1.64 FALSE "oir" "fr" "F"
"4063" 2010 184 FALSE 2 1 64.6 1.68 FALSE "oir" "fr" "F"
"4092" 2011 126 TRUE 2 2 79.8 3.49 TRUE "oir" "fr" "F"
"4097" 2012 141 TRUE 1 1 71.8 2.75 FALSE "oir" "fr" "M"
"4100" 2013 129 FALSE 2 2 79.8 3.58 FALSE "oir" "fr" "F"
"4119" 2004 162 FALSE 1 1 59.2 1.01 FALSE "oir" "fr" "M"
"4134" 2014 153 FALSE 1 1 65 2 FALSE "oir" "fr" "M"
"4135" 2017 103 FALSE 1 3 82 3.5 FALSE "oir" "fr" "F"
"4136" 2009 121 TRUE 1 3 91.9 6.59 FALSE "oir" "fr" "M"
"4140" 2002 142 TRUE 3 1 64.3 2.38 FALSE "oir" "fr" "M"
"4142" 2001 94 TRUE 1 2 79 4.16 FALSE "oir" "fr" "F"
"4150" 2010 155 FALSE 1 1 61 1.81 FALSE "oir" "fr" "M"
"4160" 2014 156 TRUE 2 1 57.1 1.54 FALSE "oir" "fr" "F"
"4169" 2008 148 FALSE 1 1 65.6 1.78 FALSE "oir" "fr" "M"
"4183" 2014 114 FALSE 2 3 85.2 4.3 FALSE "oir" "fr" "M"
"4186" 2013 101 TRUE 2 2 73.1 3.57 TRUE "oir" "fr" "F"
"4188" 2007 105 FALSE 1 2 75.9 2.9 FALSE "oir" "fr" "F"
"4199" 2012 139 TRUE 3 1 61.5 1.85 FALSE "oir" "fr" "M"
"4221" 2001 95 TRUE 2 4 95.7 8.09 FALSE "oir" "fr" "F"
"4231" 2014 159 FALSE 1 1 62.4 1.7 FALSE "oir" "fr" "F"
"4232" 2004 99 TRUE 2 2 79.2 4.54 FALSE "oir" "fr" "F"
"4236" 2014 121 FALSE 1 2 78.4 3.1 FALSE "oir" "fr" "F"
"4237" 2006 101 FALSE 1 2 79.2 3.28 FALSE "oir" "fr" "F"
"4239" 2007 99 TRUE 3 3 78.4 4.26 FALSE "oir" "fr" "M"
"4245" 2002 146 TRUE 1 1 65.6 2.21 FALSE "oir" "fr" "F"
"4264" 2012 116 FALSE 1 2 73.2 2.33 FALSE "oir" "fr" "F"
"4265" 2006 155 NA 1 1 62.5 1.86 FALSE "oir" "fr" "F"
"4280" 2015 154 TRUE 2 1 59.8 1.62 FALSE "oir" "fr" "M"
"4282" 2004 80 TRUE 2 2 74.9 3.83 TRUE "oir" "fr" "F"
"4283" 2002 139 TRUE 1 1 59 1.82 FALSE "oir" "fr" "M"
"4291" 2002 81 TRUE 2 2 81.8 4.4 FALSE "oir" "fr" "F"
"4295" 2007 100 TRUE 1 4 90.7 5.59 FALSE "oir" "fr" "F"
"4297" 2011 158 TRUE 1 1 61.9 2.11 FALSE "oir" "fr" "F"
"4311" 2008 161 TRUE 1 1 68.2 2.44 TRUE "oir" "fr" "M"
"4316" 2005 101 FALSE 1 2 79.6 3.42 FALSE "oir" "fr" "F"
"4322" 2008 129 FALSE 1 4 90.6 4.97 TRUE "oir" "fr" "F"
"4336" 2014 171 FALSE 2 1 72.9 3.51 FALSE "oir" "fr" "F"
"4340" 2012 163 TRUE 1 1 63.3 2.72 FALSE "oir" "fr" "M"
"4348" 2013 140 TRUE 1 1 68.4 2.52 FALSE "oir" "fr" "M"
"4356" 2001 93 TRUE 1 3 81.7 4.32 FALSE "oir" "fr" "F"
"4375" 2016 179 FALSE 1 1 68.5 2.32 FALSE "oir" "fr" "F"
"4376" 2002 115 FALSE 2 3 93 5.11 FALSE "oir" "fr" "F"
"4379" 2010 119 FALSE 1 2 78.1 3.39 FALSE "oir" "fr" "F"
"4392" 2009 163 FALSE 1 1 71.9 2.59 FALSE "oir" "fr" "M"
"4393" 2016 157 TRUE 1 1 54.6 1.35 FALSE "oir" "fr" "M"
"4399" 2006 112 FALSE 1 2 80.7 4.13 FALSE "oir" "fr" "F"
"4401" 2003 102 TRUE 2 4 96.8 6.72 TRUE "oir" "fr" "F"
"4421" 2000 177 FALSE 2 1 64.4 2.03 FALSE "oir" "fr" "F"
"4423" 2015 136 FALSE 2 2 73 2.67 FALSE "oir" "fr" "F"
"4441" 2006 89 TRUE 2 3 85.6 5.42 FALSE "oir" "fr" "F"
"4449" 2010 160 FALSE 1 1 58.6 1.22 FALSE "oir" "fr" "F"
"4461" 2012 97 TRUE 2 2 77.1 3.35 FALSE "oir" "fr" "F"
"4480" 2001 160 FALSE 1 1 65 2.13 FALSE "oir" "fr" "F"
"4486" 2010 162 FALSE 1 1 64.3 1.69 FALSE "oir" "fr" "M"
"4506" 2001 154 FALSE 1 1 60.2 1.34 FALSE "oir" "fr" "F"
"4508" 2009 167 FALSE 1 1 69 1.83 FALSE "oir" "fr" "F"
"4510" 2005 147 TRUE 2 1 70 3.49 FALSE "oir" "fr" "M"
"4511" 2002 105 FALSE 1 4 87.3 5.07 FALSE "oir" "fr" "M"
"4530" 2000 117 FALSE 2 2 74.8 2.79 FALSE "oir" "fr" "M"
"4535" 2006 95 TRUE 2 3 88.7 6.18 FALSE "oir" "fr" "M"
"4569" 2005 148 FALSE 1 1 78.1 2.5 FALSE "oir" "fr" "M"
"4596" 2016 177 FALSE 1 1 57 1.19 FALSE "oir" "fr" "F"
"4625" 2003 135 TRUE 2 1 64 2.01 FALSE "oir" "fr" "F"
"4636" 2006 143 TRUE 2 1 70.7 2.88 FALSE "oir" "fr" "F"
"4648" 2008 83 TRUE 1 2 76 3.47 FALSE "oir" "fr" "F"
"4656" 2006 376 FALSE 1 1 62.9 1.6 FALSE "oir" "fr" "M"
"4665" 2004 171 FALSE 1 1 71.2 2.14 FALSE "oir" "fr" "F"
"4671" 2008 163 FALSE 1 1 63.6 1.77 FALSE "oir" "fr" "M"
"4694" 2002 101 FALSE 1 2 75.5 2.95 FALSE "oir" "fr" "F"
"4696" 2000 145 TRUE 2 1 73.7 3.98 FALSE "oir" "fr" "M"
"4701" 2009 120 FALSE 1 2 74.4 2.56 FALSE "oir" "fr" "M"
"4718" 2001 126 TRUE 2 1 68.3 2.86 FALSE "oir" "fr" "F"
"4723" 2001 134 FALSE 1 1 68 2.26 FALSE "oir" "fr" "M"
"4727" 2012 103 TRUE 2 2 78.1 3.53 FALSE "oir" "fr" "F"
"4735" 2002 162 FALSE 1 1 58 1.48 FALSE "oir" "fr" "F"
"4746" 2012 162 TRUE 1 1 65.8 2.41 FALSE "oir" "fr" "F"
"4758" 2008 130 TRUE 2 1 63 2.16 FALSE "oir" "fr" "M"
"4793" 2000 97 FALSE 1 2 79.3 3.26 FALSE "oir" "fr" "F"
"4828" 2002 140 TRUE 2 1 55.5 1.41 FALSE "oir" "fr" "M"
"4843" 2012 111 FALSE 2 2 73 2.3 FALSE "oir" "fr" "M"
"4853" 2006 156 FALSE 1 1 64.7 2.16 FALSE "oir" "fr" "M"
"4867" 2007 149 TRUE 1 1 67.8 2.64 FALSE "oir" "fr" "F"
"4871" 2014 88 TRUE 1 2 80.6 4.4 FALSE "oir" "fr" "M"
"4888" 2000 92 TRUE 2 3 85.2 4.76 FALSE "oir" "fr" "F"
"4890" 2004 116 FALSE 2 2 85.2 4.27 FALSE "oir" "fr" "F"
"4899" 2004 108 FALSE 1 2 74.1 2.61 FALSE "oir" "fr" "F"
"4918" 2004 142 TRUE 2 1 69.7 2.6 FALSE "oir" "fr" "M"
"4927" 2005 117 FALSE 1 4 98.3 6.64 FALSE "oir" "fr" "F"
"4928" 2000 90 TRUE 1 2 81.7 4.16 FALSE "oir" "fr" "F"
"4934" 2002 147 FALSE 1 1 68.4 2.22 FALSE "oir" "fr" "M"
"4938" 2003 78 TRUE 2 4 89.4 5.98 FALSE "oir" "fr" "M"
"4950" 2014 136 TRUE 2 1 63.6 1.94 FALSE "oir" "fr" "M"
"4973" 2003 96 FALSE 1 3 84.8 4.13 FALSE "oir" "fr" "F"
"4977" 2004 156 TRUE 3 1 68.8 2.7 FALSE "oir" "fr" "M"
"4983" 2003 107 FALSE 1 2 77.1 3.07 FALSE "oir" "fr" "F"
"4985" 2003 93 FALSE 2 2 78.3 3.15 TRUE "oir" "fr" "F"
"4988" 2004 155 FALSE 2 1 61.4 1.34 FALSE "oir" "fr" "M"
"5010" 2010 108 FALSE 1 2 70.2 2.32 FALSE "oir" "fr" "F"
"5011" 2013 111 FALSE 2 2 75.1 2.88 FALSE "oir" "fr" "F"
"5016" 2017 142 TRUE 2 1 64.1 2.15 FALSE "oir" "fr" "M"
"5032" 2000 157 FALSE 1 1 71.1 2.2 FALSE "oir" "fr" "M"
"5034" 2015 153 TRUE 2 1 62.9 1.99 FALSE "oir" "fr" "F"
"5039" 2000 93 TRUE 3 3 87 5.82 FALSE "oir" "fr" "F"
"5044" 2000 146 TRUE 1 1 68.9 2.79 FALSE "oir" "fr" "M"
"5072" 2015 108 TRUE 1 3 86.1 5 FALSE "oir" "fr" "F"
"5076" 2015 170 FALSE 1 1 54.8 1.13 FALSE "oir" "fr" "F"
"5081" 2013 155 TRUE 3 1 66.3 2.33 FALSE "oir" "fr" "F"
"5082" 2004 151 TRUE 1 1 68.6 2.81 FALSE "oir" "fr" "F"
"5089" 2007 147 TRUE 3 1 60.1 1.85 FALSE "oir" "fr" "M"
"5108" 2004 171 FALSE 2 1 69.8 2.61 FALSE "oir" "fr" "M"
"5117" 2007 114 FALSE 1 2 81 4.19 TRUE "oir" "fr" "F"
"5119" 2016 159 FALSE 2 1 60.2 1.88 FALSE "oir" "fr" "M"
"5127" 2004 118 FALSE 1 2 79.5 3.5 FALSE "oir" "fr" "F"
"5148" 2002 123 FALSE 1 2 86.2 4.32 FALSE "oir" "fr" "F"
"5151" 2000 108 FALSE 1 3 77.1 3.48 FALSE "oir" "fr" "F"
"5158" 2009 128 FALSE 1 2 75 2.94 FALSE "oir" "fr" "F"
"5159" 2010 112 FALSE 1 2 74.4 2.75 FALSE "oir" "fr" "M"
"5164" 2014 156 FALSE 2 1 63.4 1.77 FALSE "oir" "fr" "M"
"5169" 2010 121 FALSE 1 3 81.9 3.43 FALSE "oir" "fr" "F"
"5172" 2005 164 FALSE 1 1 65.5 1.75 FALSE "oir" "fr" "M"
"5181" 2004 96 TRUE 2 3 100.5 7.89 FALSE "oir" "fr" "F"
"5189" 2007 94 TRUE 2 2 79.5 3.81 FALSE "oir" "fr" "F"
"5202" 2004 101 TRUE 3 2 73.8 3.78 FALSE "oir" "fr" "M"
"5214" 2006 159 FALSE 1 1 69.6 1.98 FALSE "oir" "fr" "F"
"5219" 2000 84 TRUE 2 2 67.1 2.83 FALSE "oir" "fr" "M"
"5231" 2004 96 FALSE 1 2 82.9 3.97 FALSE "oir" "fr" "F"
"5236" 2016 173 FALSE 2 1 59 1.44 FALSE "oir" "fr" "M"
"5266" 2009 169 FALSE 1 1 63.3 1.78 FALSE "oir" "fr" "M"
"5282" 2001 143 TRUE 2 1 68.6 2.72 FALSE "oir" "fr" "F"
"5290" 2011 183 FALSE 1 1 69.5 2.09 FALSE "oir" "fr" "M"
"5300" 2001 157 FALSE 1 1 62 1.79 FALSE "oir" "fr" "M"
"5305" 2011 110 FALSE 1 3 84.7 3.76 FALSE "oir" "fr" "F"
"5321" 2007 99 FALSE 2 3 81.3 3.8 FALSE "oir" "fr" "F"
"5322" 2012 103 TRUE 3 2 74.4 3.28 FALSE "oir" "fr" "F"
"5323" 2005 108 FALSE 2 2 84.7 3.9 FALSE "oir" "fr" "F"
"5335" 2012 149 TRUE 2 1 56 1.34 FALSE "oir" "fr" "M"
"5360" 2001 99 FALSE 1 3 87.4 4.72 FALSE "oir" "fr" "F"
"5376" 2002 112 FALSE 1 2 85 3.66 FALSE "oir" "fr" "F"
"5379" 2004 92 TRUE 2 2 80.4 4.69 FALSE "oir" "fr" "F"
"5383" 2000 111 FALSE 1 2 82.2 4.23 FALSE "oir" "fr" "F"
"5397" 2007 97 FALSE 1 2 81.2 3.62 FALSE "oir" "fr" "F"
"5400" 2006 152 TRUE 3 1 64.5 2.38 FALSE "oir" "fr" "M"
"5408" 2008 118 FALSE 1 3 87.1 4.02 FALSE "oir" "fr" "F"
"5414" 2010 105 TRUE 1 3 83.7 4.1 FALSE "oir" "fr" "F"
"5427" 2005 94 TRUE 2 2 78.8 4.11 FALSE "oir" "fr" "F"
"5429" 2009 82 TRUE 1 2 72 3.32 FALSE "oir" "fr" "M"
"5432" 2002 117 FALSE 1 3 92.4 6.5 FALSE "oir" "fr" "F"
"5437" 2002 127 FALSE 1 2 73.6 2.4 FALSE "oir" "fr" "F"
"5445" 2003 89 TRUE 2 2 81.5 4.68 FALSE "oir" "fr" "M"
"5455" 2015 178 FALSE 1 1 62.4 2.07 FALSE "oir" "fr" "F"
"5472" 2005 110 FALSE 1 2 79.8 2.83 FALSE "oir" "fr" "F"
"5479" 2003 98 FALSE 1 3 80.1 3.76 FALSE "oir" "fr" "M"
"5481" 2006 154 TRUE 1 1 61.1 1.95 FALSE "oir" "fr" "M"
"5491" 2000 84 TRUE 2 2 78.2 4.23 FALSE "oir" "fr" "F"
"5495" 2010 175 FALSE 1 1 61.7 1.38 FALSE "oir" "fr" "M"
"5496" 2005 98 TRUE 1 3 81.1 4.93 FALSE "oir" "fr" "M"
"5505" 2005 117 FALSE 1 2 75.1 2.41 FALSE "oir" "fr" "F"
"5506" 2007 122 FALSE 1 2 80.7 3.52 FALSE "oir" "fr" "F"
"5525" 2012 172 FALSE 1 1 54.1 1.31 FALSE "oir" "fr" "M"
"5526" 2003 168 FALSE 1 1 74.3 2.66 FALSE "oir" "fr" "M"
"5557" 2004 147 TRUE 2 1 68 2.62 FALSE "oir" "fr" "F"
"5577" 2000 127 TRUE 2 1 57.1 1.7 FALSE "oir" "fr" "F"
"5590" 2009 172 FALSE 1 1 67.2 2.17 FALSE "oir" "fr" "F"
"5597" 2005 104 FALSE 1 2 77.5 2.8 FALSE "oir" "fr" "M"
"NA.2" NA NA NA NA NA NA NA NA NA NA NA
"5614" 2001 125 FALSE 2 2 86.1 4.28 FALSE "oir" "fr" "F"
"5634" 2003 111 FALSE 1 2 78.6 3.06 FALSE "oir" "fr" "M"
"5645" 2000 153 FALSE 1 1 74.5 2.69 FALSE "oir" "fr" "M"
"5658" 2006 93 TRUE 2 2 78.8 4.2 FALSE "oir" "fr" "M"
"5668" 2008 105 FALSE 1 2 83.3 3.48 TRUE "oir" "fr" "F"
"5669" 2005 99 FALSE 1 2 79.6 3.44 FALSE "oir" "fr" "F"
"5670" 2006 102 TRUE 1 2 79.2 3.73 FALSE "oir" "fr" "F"
"5676" 2006 83 TRUE 1 2 83.9 4.8 TRUE "oir" "fr" "F"
"5680" 2000 136 TRUE 1 1 67.9 2.32 TRUE "oir" "fr" "M"
"5684" 2002 101 TRUE 1 2 81.1 4.9 FALSE "oir" "fr" "F"
"5688" 2002 81 TRUE 3 4 99.1 7.12 TRUE "oir" "fr" "F"
"5693" 2010 111 TRUE 2 2 78.9 3.82 FALSE "oir" "fr" "M"
"5719" 2001 162 FALSE 1 1 72.8 2.79 TRUE "oir" "fr" "M"
"5746" 2004 146 TRUE 2 1 61.7 1.86 FALSE "oir" "fr" "F"
"5785" 2001 83 TRUE 2 2 80.4 4.38 FALSE "oir" "fr" "F"
"5794" 2005 104 FALSE 1 4 85.5 4.64 TRUE "oir" "fr" "M"
"5805" 2002 100 FALSE 1 4 81.6 3.68 TRUE "oir" "fr" "M"
"5811" 2003 108 TRUE 2 3 92.9 6.25 TRUE "oir" "fr" "F"
"5812" 2002 76 TRUE 2 4 91 6.62 TRUE "oir" "fr" "F"
"5839" 2006 87 TRUE 1 3 86.5 5.27 TRUE "oir" "fr" "F"
"5861" 2002 136 TRUE 1 1 69.1 2.6 FALSE "oir" "fr" "M"
"5873" 2004 157 FALSE 1 1 65.8 1.64 FALSE "oir" "fr" "F"
"5888" 2005 109 FALSE 1 3 86.5 3.92 FALSE "oir" "fr" "F"
"5904" 2004 168 FALSE 1 1 63.2 1.77 FALSE "oir" "fr" "M"
"5913" 2000 106 FALSE 1 2 79.9 3.4 FALSE "oir" "fr" "M"
"5916" 2014 103 FALSE 1 2 67.2 1.7 FALSE "oir" "fr" "F"
"5940" 2001 105 FALSE 1 3 86.7 4.57 FALSE "oir" "fr" "M"
"5952" 2011 148 TRUE 1 1 71.9 2.93 FALSE "oir" "fr" "M"
"5958" 2011 90 TRUE 2 2 75.9 3.98 FALSE "oir" "fr" "M"
"5963" 2009 118 FALSE 1 2 71.8 2.92 FALSE "oir" "fr" "F"
"5967" 2009 154 FALSE 1 1 64.1 1.71 FALSE "oir" "fr" "M"
"5978" 2006 90 TRUE 2 2 85.7 4.71 TRUE "oir" "fr" "M"
"5984" 2002 119 TRUE 2 1 69.1 2.67 FALSE "oir" "fr" "M"
"5985" 2010 161 FALSE 1 1 64.1 1.84 FALSE "oir" "fr" "M"
"6000" 2008 158 FALSE 2 1 66.8 1.98 TRUE "oir" "fr" "F"
"6041" 2003 161 FALSE 1 1 66.1 1.72 FALSE "oir" "fr" "M"
"6047" 2011 139 TRUE 1 1 65.3 2.57 FALSE "oir" "fr" "M"
"6052" 2001 111 FALSE 1 2 87.4 4.75 FALSE "oir" "fr" "F"
"6054" 2011 158 FALSE 2 1 67 2.34 FALSE "oir" "fr" "M"
"6068" 2011 131 FALSE 1 2 70.7 2.36 FALSE "oir" "fr" "F"
"6073" 2014 118 TRUE 3 2 74.4 3.18 FALSE "oir" "fr" "F"
"6077" 2008 81 TRUE 2 2 80.9 4.24 FALSE "oir" "fr" "M"
"6086" 2004 139 FALSE 2 1 64.6 1.84 FALSE "oir" "fr" "M"
