"year" "julian.day" "wild" "river.age" "sea.age" "length" "weight" "sea.lice" "river" "country" "sex"
"5726" 2011 99 TRUE 2 3 81.5 4.61 FALSE "scorff" "fr" "F"
"5736" 2002 106 FALSE 1 2 83.5 3.8 FALSE "scorff" "fr" "M"
"5738" 2014 122 FALSE 1 3 79.6 3.04 FALSE "scorff" "fr" "F"
"5741" 2000 92 TRUE 2 3 95.7 6.11 TRUE "scorff" "fr" "F"
"5747" 2012 107 FALSE 1 4 92.8 5.24 FALSE "scorff" "fr" "F"
"5755" 2017 136 TRUE 2 1 59.2 1.55 FALSE "scorff" "fr" "F"
"5756" 2002 155 FALSE 1 1 69.8 2.48 TRUE "scorff" "fr" "M"
"5762" 2013 171 TRUE 2 1 69 2.55 FALSE "scorff" "fr" "M"
"5764" 2000 96 TRUE 2 2 81.7 5.04 FALSE "scorff" "fr" "F"
"5766" 2002 98 FALSE 1 2 83.8 3.86 FALSE "scorff" "fr" "M"
"5768" 2012 124 FALSE 1 4 93.5 6.22 FALSE "scorff" "fr" "F"
"5769" 2001 92 TRUE 2 2 80.2 4.09 FALSE "scorff" "fr" "F"
"5771" 2014 158 FALSE 1 1 66 1.86 FALSE "scorff" "fr" "M"
"5793" 2006 99 TRUE 2 2 79.8 4.09 FALSE "scorff" "fr" "F"
"5797" 2004 142 FALSE 3 1 65.9 1.8 FALSE "scorff" "fr" "M"
"5808" 2006 145 TRUE 3 1 62.6 2.11 FALSE "scorff" "fr" "M"
"5809" 2002 119 FALSE 1 2 83.4 3.32 FALSE "scorff" "fr" "F"
"5813" 2009 108 FALSE 1 3 74.4 2.86 FALSE "scorff" "fr" "F"
"5818" 2003 152 FALSE 1 1 67 1.74 FALSE "scorff" "fr" "M"
"5825" 2000 132 TRUE 2 1 60.5 1.81 FALSE "scorff" "fr" "M"
"5838" 2004 175 FALSE 1 1 68.9 2.34 FALSE "scorff" "fr" "F"
"5840" 2004 103 FALSE 1 4 92.9 5.34 TRUE "scorff" "fr" "F"
"5842" 2012 105 TRUE 2 2 61.3 2.12 FALSE "scorff" "fr" "F"
"5844" 2001 101 TRUE 2 2 79.1 3.52 FALSE "scorff" "fr" "F"
"5848" 2010 159 FALSE 1 1 63.3 1.44 FALSE "scorff" "fr" "F"
"5868" 2008 113 FALSE 1 2 74.8 2.55 FALSE "scorff" "fr" "F"
"5871" 2002 166 FALSE 1 1 63.5 1.62 FALSE "scorff" "fr" "M"
"5877" 2005 113 FALSE 1 3 90 4.26 FALSE "scorff" "fr" "M"
"5878" 2016 175 FALSE 1 1 53.9 0.95 FALSE "scorff" "fr" "F"
"5881" 2014 117 FALSE 1 2 79.3 3.49 FALSE "scorff" "fr" "F"
"5887" 2013 119 FALSE 1 2 69.1 2.6 FALSE "scorff" "fr" "F"
"5890" 2006 123 FALSE 1 2 78.6 2.88 FALSE "scorff" "fr" "M"
"5894" 2017 124 FALSE 1 2 80.6 3.32 TRUE "scorff" "fr" "F"
"5899" 2016 170 FALSE 2 1 64.3 2.03 FALSE "scorff" "fr" "M"
"5914" 2003 118 FALSE 1 3 88.8 4.63 FALSE "scorff" "fr" "M"
"5927" 2012 103 FALSE 2 3 85 3.84 FALSE "scorff" "fr" "F"
"5942" 2001 165 FALSE 1 1 70.3 2.33 FALSE "scorff" "fr" "F"
"5946" 2010 171 FALSE 1 1 60.6 1.7 FALSE "scorff" "fr" "F"
"5948" 2015 165 TRUE 2 1 63.3 2.23 FALSE "scorff" "fr" "M"
"5951" 2001 102 FALSE 2 2 84.8 3.73 FALSE "scorff" "fr" "F"
"5953" 2007 99 TRUE 1 2 77.2 4.05 TRUE "scorff" "fr" "F"
"5961" 2013 102 TRUE 2 2 84.6 4.8 FALSE "scorff" "fr" "F"
"5964" 2007 123 FALSE 1 2 70.5 2.29 FALSE "scorff" "fr" "F"
"5966" 2008 90 TRUE 2 2 84.3 4.48 FALSE "scorff" "fr" "F"
"5970" 2004 94 FALSE 1 3 81.2 3.8 TRUE "scorff" "fr" "F"
"5976" 2009 96 TRUE 2 2 81.7 3.86 FALSE "scorff" "fr" "F"
"5990" 2003 110 FALSE 1 3 93.3 6.09 TRUE "scorff" "fr" "F"
"6001" 2003 79 TRUE 2 2 80 4.05 FALSE "scorff" "fr" "M"
"6003" 2015 126 FALSE 1 4 86.2 3.69 FALSE "scorff" "fr" "F"
"6007" 2014 167 FALSE 2 1 56.8 1.2 FALSE "scorff" "fr" "M"
"6008" 2006 163 FALSE 1 1 71.1 1.97 FALSE "scorff" "fr" "M"
"6009" 2002 143 FALSE 1 1 69.2 1.87 FALSE "scorff" "fr" "M"
"6010" 2001 98 TRUE 1 2 78 3.98 FALSE "scorff" "fr" "M"
"6015" 2017 169 FALSE 1 1 58.3 1.31 FALSE "scorff" "fr" "M"
"6018" 2006 156 TRUE 1 1 65.9 2.18 FALSE "scorff" "fr" "M"
"6020" 2003 110 FALSE 1 2 81.1 3.67 FALSE "scorff" "fr" "F"
"6021" 2000 100 FALSE 1 2 78.9 3.06 TRUE "scorff" "fr" "F"
"6022" 2001 173 FALSE 2 1 59.1 1.38 FALSE "scorff" "fr" "M"
"6031" 2012 109 FALSE 1 2 71 2.13 FALSE "scorff" "fr" "F"
"6035" 2011 145 FALSE 2 2 68.7 2.34 FALSE "scorff" "fr" "F"
"6036" 2009 106 TRUE 2 2 77 3.76 FALSE "scorff" "fr" "F"
"6049" 2008 165 TRUE 2 1 73.8 2.96 FALSE "scorff" "fr" "F"
"6050" 2002 98 TRUE 1 2 84.4 4.42 FALSE "scorff" "fr" "F"
"6055" 2009 101 TRUE 1 2 69.9 3.02 FALSE "scorff" "fr" "F"
"6056" 2001 127 FALSE 1 2 78.1 3.7 FALSE "scorff" "fr" "M"
"6060" 2006 121 FALSE 2 NA 75.4 2.61 FALSE "scorff" "fr" "F"
"6063" 2011 137 TRUE 3 1 63.1 1.99 FALSE "scorff" "fr" "M"
"6066" 2009 144 TRUE 1 1 63.1 1.83 FALSE "scorff" "fr" "M"
"6074" 2016 129 FALSE 1 2 73.4 2.46 FALSE "scorff" "fr" "F"
"6079" 2000 106 FALSE 1 2 77.6 3.34 FALSE "scorff" "fr" "F"
"6080" 2017 165 FALSE 1 1 60.9 1.74 FALSE "scorff" "fr" "F"
"6084" 2014 154 TRUE 1 1 63.8 2.72 FALSE "scorff" "fr" "M"
"6085" 2008 115 FALSE 1 3 85 4.66 FALSE "scorff" "fr" "F"
"6088" 2011 108 FALSE 1 2 75.5 2.58 FALSE "scorff" "fr" "F"
"6096" 2000 112 FALSE 1 2 78.9 3.19 TRUE "scorff" "fr" "F"
"6100" 2009 122 FALSE 1 2 81.2 3.41 FALSE "scorff" "fr" "F"
"6101" 2013 87 TRUE 1 2 77.3 5.03 TRUE "scorff" "fr" "F"
"6118" 2005 85 TRUE 2 2 72.4 3.04 FALSE "scorff" "fr" "F"
"6122" 2005 145 FALSE 3 1 71.1 2.5 FALSE "scorff" "fr" "M"
"6133" 2002 101 TRUE 3 2 75.1 3.94 FALSE "scorff" "fr" "F"
"6142" 2001 98 TRUE 1 2 76.6 3.54 FALSE "scorff" "fr" "F"
"6150" 2004 107 FALSE 1 2 82.3 3.91 FALSE "scorff" "fr" "F"
"6151" 2005 162 FALSE 1 1 72.2 2.23 FALSE "scorff" "fr" "F"
"6152" 2006 117 FALSE 2 4 88.2 4.83 FALSE "scorff" "fr" "F"
"6153" 2002 109 FALSE 1 2 80.2 4.15 FALSE "scorff" "fr" "F"
"6157" 2013 121 FALSE 2 2 80.3 3.28 FALSE "scorff" "fr" "F"
"6161" 2002 102 TRUE 1 2 74.2 3.56 FALSE "scorff" "fr" "F"
"6182" 2002 107 FALSE 1 3 77.3 3.11 FALSE "scorff" "fr" "F"
"6185" 2010 117 FALSE 1 2 64.7 1.59 FALSE "scorff" "fr" "M"
"6189" 2004 149 FALSE 1 1 63.1 1.58 FALSE "scorff" "fr" "F"
"6193" 2002 150 FALSE 1 1 64.4 1.92 FALSE "scorff" "fr" "F"
"6195" 2002 151 TRUE 2 1 65.2 2.54 FALSE "scorff" "fr" "F"
"6197" 2006 156 TRUE 1 1 64.4 1.82 FALSE "scorff" "fr" "M"
"6201" 2010 96 TRUE 2 2 84.5 5.65 TRUE "scorff" "fr" "F"
"6205" 2004 117 FALSE 1 2 81.3 3.61 FALSE "scorff" "fr" "F"
"6209" 2003 176 TRUE 2 1 73 3.24 FALSE "scorff" "fr" "F"
"6210" 2004 125 FALSE 2 2 87.6 4.39 FALSE "scorff" "fr" "F"
"6213" 2005 116 FALSE 3 2 81.6 3.43 FALSE "scorff" "fr" "F"
"6215" 2001 171 FALSE 2 1 65.3 1.64 FALSE "scorff" "fr" "M"
"6229" 2008 167 FALSE 1 1 64.5 1.93 FALSE "scorff" "fr" "M"
"6231" 2008 158 FALSE 2 1 69.5 2.62 FALSE "scorff" "fr" "F"
"6238" 2017 174 TRUE 1 1 61.8 1.84 FALSE "scorff" "fr" "M"
"6240" 2008 154 TRUE 1 1 68 2.33 FALSE "scorff" "fr" "M"
"6243" 2003 95 TRUE 2 2 84.5 4.49 FALSE "scorff" "fr" "F"
"6244" 2012 160 TRUE 2 1 64 2.08 FALSE "scorff" "fr" "M"
"6246" 2006 101 TRUE 1 2 83.5 4.43 TRUE "scorff" "fr" "M"
"6249" 2003 90 TRUE 1 3 83.2 4.67 TRUE "scorff" "fr" "F"
"6252" 2005 118 FALSE 1 3 88.5 4.35 FALSE "scorff" "fr" "F"
"6257" 2015 115 FALSE 1 2 74.5 2.68 FALSE "scorff" "fr" "M"
"6260" 2000 94 FALSE 1 2 83.6 4.13 FALSE "scorff" "fr" "F"
"6263" 2009 168 FALSE 1 1 73.5 3.45 FALSE "scorff" "fr" "M"
"6264" 2005 128 FALSE 1 2 79.9 3.58 FALSE "scorff" "fr" "F"
"6267" 2002 103 FALSE 1 4 95.4 5.92 FALSE "scorff" "fr" "F"
"6270" 2004 146 TRUE 2 1 61.2 1.97 FALSE "scorff" "fr" "M"
"6272" 2005 115 TRUE 3 2 84.4 5.04 FALSE "scorff" "fr" "F"
"6277" 2015 160 FALSE 3 1 61.8 1.64 FALSE "scorff" "fr" "M"
"6282" 2000 111 FALSE 1 2 82.7 3.83 FALSE "scorff" "fr" "F"
"6284" 2009 106 FALSE 1 3 89.3 4.35 FALSE "scorff" "fr" "M"
"6286" 2007 171 FALSE 1 1 66.1 1.79 FALSE "scorff" "fr" "M"
"6290" 2006 147 FALSE 2 1 64.5 1.72 FALSE "scorff" "fr" "F"
"6295" 2014 127 FALSE 1 2 76.4 2.81 FALSE "scorff" "fr" "F"
"6299" 2013 158 TRUE 1 1 59.9 1.83 FALSE "scorff" "fr" "M"
"6300" 2015 141 TRUE 1 1 61.1 2 FALSE "scorff" "fr" "F"
"6308" 2008 108 TRUE 2 3 84.2 5.01 FALSE "scorff" "fr" "F"
"6315" 2003 88 FALSE 2 2 76.6 2.62 FALSE "scorff" "fr" "F"
"6334" 2010 174 FALSE 1 1 58.7 1.32 FALSE "scorff" "fr" "M"
"6339" 2008 161 FALSE 1 1 62 1.42 FALSE "scorff" "fr" "M"
"6347" 2002 106 TRUE 2 2 87.1 5.84 FALSE "scorff" "fr" "M"
"6352" 2001 102 FALSE 1 2 80.3 3.49 FALSE "scorff" "fr" "F"
"6355" 2001 105 FALSE 1 2 93.6 5.27 FALSE "scorff" "fr" "F"
"6358" 2012 88 TRUE 2 2 73.1 3.19 FALSE "scorff" "fr" "F"
"6370" 2007 187 FALSE 1 1 59.8 1.51 FALSE "scorff" "fr" "M"
"6377" 2006 158 FALSE 1 1 57.9 1.22 FALSE "scorff" "fr" "F"
"6379" 2010 113 TRUE 2 2 80.2 4.33 FALSE "scorff" "fr" "M"
"6385" 2000 91 FALSE 1 2 77.7 3.85 FALSE "scorff" "fr" "F"
"6403" 2004 83 TRUE 1 2 79.5 3.63 FALSE "scorff" "fr" "F"
"6406" 2001 153 FALSE 2 1 79.9 3.91 FALSE "scorff" "fr" "M"
"6419" 2000 82 TRUE 1 2 83 4.74 FALSE "scorff" "fr" "F"
"6421" 2015 109 FALSE 1 2 85.1 3.63 TRUE "scorff" "fr" "F"
"6426" 2000 124 FALSE 2 2 87.1 4.84 TRUE "scorff" "fr" "F"
"6427" 2014 98 TRUE 1 2 80.1 4.49 FALSE "scorff" "fr" "F"
"6432" 2002 115 FALSE 2 2 78.3 2.72 FALSE "scorff" "fr" "F"
"6438" 2000 79 TRUE 2 2 75.8 3.82 FALSE "scorff" "fr" "M"
"6440" 2007 118 FALSE 1 2 82.5 3.73 FALSE "scorff" "fr" "F"
"6447" 2011 148 TRUE 1 1 65.4 2.17 FALSE "scorff" "fr" "M"
"6453" 2002 93 TRUE 1 3 87.8 5.4 FALSE "scorff" "fr" "F"
"6454" 2005 103 TRUE 2 4 96.7 7.43 TRUE "scorff" "fr" "F"
"6459" 2001 81 TRUE 2 4 96.7 6.86 FALSE "scorff" "fr" "F"
"6467" 2007 85 TRUE 1 3 77.4 3.69 FALSE "scorff" "fr" "F"
"6468" 2007 159 FALSE 1 1 66.3 1.93 FALSE "scorff" "fr" "M"
"6474" 2007 162 FALSE 1 1 69.6 2.01 FALSE "scorff" "fr" "M"
"6477" 2006 159 FALSE 1 1 67.9 2.18 FALSE "scorff" "fr" "M"
"6481" 2011 105 FALSE 1 2 75.2 2.93 FALSE "scorff" "fr" "F"
"6483" 2001 102 TRUE 2 2 81.7 4.63 FALSE "scorff" "fr" "F"
"6485" 2014 159 TRUE 2 1 58.5 1.73 FALSE "scorff" "fr" "F"
"6486" 2013 95 TRUE 2 2 78 4.68 FALSE "scorff" "fr" "F"
"6490" 2006 118 FALSE 1 2 75.6 3.06 FALSE "scorff" "fr" "F"
"6493" 2004 104 FALSE 1 2 79.4 3.35 FALSE "scorff" "fr" "F"
"6502" 2006 100 FALSE 1 3 88.1 4.72 FALSE "scorff" "fr" "F"
"6506" 2005 122 FALSE 1 2 79.5 2.9 FALSE "scorff" "fr" "F"
"6510" 2010 90 TRUE 1 2 78.9 3.62 FALSE "scorff" "fr" "F"
"6513" 2016 145 TRUE 1 1 60.9 2.22 FALSE "scorff" "fr" "M"
"6517" 2009 157 FALSE 1 1 65.2 1.74 FALSE "scorff" "fr" "F"
"6519" 2000 93 TRUE 1 2 79.5 4.32 FALSE "scorff" "fr" "F"
"6526" 2010 97 FALSE 2 2 77.8 3.08 FALSE "scorff" "fr" "M"
"6538" 2014 182 FALSE 1 1 56 1.32 FALSE "scorff" "fr" "M"
"6544" 2001 93 FALSE 2 3 87.9 4.11 FALSE "scorff" "fr" "M"
"6545" 2003 95 TRUE 2 2 77.3 3.69 FALSE "scorff" "fr" "F"
"6546" 2002 152 TRUE 2 1 65 2.15 FALSE "scorff" "fr" "F"
"6553" 2004 85 TRUE 1 2 78.5 3.98 FALSE "scorff" "fr" "F"
"6555" 2005 108 TRUE 2 3 93.3 6.27 FALSE "scorff" "fr" "F"
"6568" 2007 167 FALSE 1 1 59.2 1.5 FALSE "scorff" "fr" "M"
"6570" 2017 161 TRUE 2 1 61.1 1.65 TRUE "scorff" "fr" "M"
"6572" 2010 164 FALSE 2 1 58.8 1.35 TRUE "scorff" "fr" "F"
"6574" 2005 113 FALSE 1 3 84.1 3.76 FALSE "scorff" "fr" "F"
"6576" 2001 91 TRUE 1 2 77 3.21 FALSE "scorff" "fr" "F"
"6577" 2000 100 FALSE 1 3 86.9 4.9 TRUE "scorff" "fr" "F"
"6585" 2005 120 FALSE 1 2 69.6 2.31 FALSE "scorff" "fr" "F"
"6600" 2011 110 FALSE 1 2 74.1 2.8 FALSE "scorff" "fr" "M"
"6603" 2009 136 TRUE 1 1 74.4 3.28 FALSE "scorff" "fr" "F"
"6610" 2015 130 FALSE 1 2 72.7 2.3 FALSE "scorff" "fr" "F"
"6611" 2006 109 FALSE 1 2 68.8 2.16 FALSE "scorff" "fr" "F"
"6613" 2004 95 TRUE 1 2 88.4 5.47 FALSE "scorff" "fr" "F"
"6615" 2008 93 FALSE 1 2 72.8 2.99 FALSE "scorff" "fr" "F"
"6620" 2000 99 FALSE 1 2 78.1 3.08 FALSE "scorff" "fr" "M"
"6621" 2014 151 TRUE 1 1 75.4 2.99 FALSE "scorff" "fr" "M"
"6627" 2003 102 TRUE 2 2 79.5 4.39 FALSE "scorff" "fr" "F"
"6632" 2000 87 FALSE 1 2 83.5 5.05 FALSE "scorff" "fr" "F"
"6645" 2003 91 TRUE 2 2 80.5 3.62 FALSE "scorff" "fr" "F"
"6657" 2003 112 TRUE 1 2 73.8 3.54 FALSE "scorff" "fr" "F"
"6659" 2003 100 FALSE 1 2 79.8 2.86 FALSE "scorff" "fr" "F"
"6661" 2006 87 TRUE 1 4 92.4 6.76 TRUE "scorff" "fr" "F"
"6672" 2013 153 TRUE 2 1 73.2 2.98 FALSE "scorff" "fr" "F"
"6676" 2013 153 TRUE 1 1 71.5 2.54 FALSE "scorff" "fr" "M"
"6688" 2005 174 FALSE 2 1 75.9 3.02 FALSE "scorff" "fr" "M"
"6689" 2000 94 TRUE 1 3 81.8 4.89 FALSE "scorff" "fr" "F"
"6694" 2007 155 FALSE 1 1 67 1.96 FALSE "scorff" "fr" "M"
"6697" 2015 159 TRUE 1 1 67.3 3.04 FALSE "scorff" "fr" "F"
"6714" 2009 121 FALSE 1 4 97.7 6.14 FALSE "scorff" "fr" "F"
"6719" 2008 89 TRUE 2 2 70 2.86 FALSE "scorff" "fr" "F"
"6731" 2016 175 FALSE 2 1 67.1 1.89 FALSE "scorff" "fr" "M"
"6744" 2010 111 FALSE 1 2 81 3.68 FALSE "scorff" "fr" "F"
"6746" 2009 116 FALSE 1 2 81.6 4.53 FALSE "scorff" "fr" "F"
"6753" 2010 167 FALSE 2 1 74.2 2.74 FALSE "scorff" "fr" "M"
"6755" 2005 160 FALSE 1 1 66.8 1.91 FALSE "scorff" "fr" "M"
"6757" 2001 88 TRUE 2 2 77.7 3.32 FALSE "scorff" "fr" "F"
"6762" 2000 120 FALSE 1 2 76 3.11 FALSE "scorff" "fr" "M"
"6769" 2001 116 FALSE 1 2 73.7 2.54 FALSE "scorff" "fr" "F"
"6777" 2011 131 FALSE 1 2 76.9 3.26 FALSE "scorff" "fr" "F"
"6780" 2005 168 FALSE 1 1 68.2 2.57 FALSE "scorff" "fr" "M"
"6783" 2017 179 FALSE 1 1 69.8 2.31 FALSE "scorff" "fr" "M"
"6787" 2000 91 FALSE 1 2 88.4 4.09 FALSE "scorff" "fr" "F"
"6793" 2005 143 FALSE 1 1 65.3 1.67 FALSE "scorff" "fr" "M"
"6798" 2003 109 TRUE 2 2 80.7 4.53 TRUE "scorff" "fr" "F"
"6799" 2007 167 FALSE 1 1 60.9 1.6 FALSE "scorff" "fr" "M"
"6808" 2000 155 FALSE 1 1 67.8 1.99 FALSE "scorff" "fr" "M"
"6816" 2015 183 FALSE 1 1 59.5 1.8 FALSE "scorff" "fr" "M"
"6827" 2002 142 FALSE 1 1 63.6 1.82 FALSE "scorff" "fr" "M"
"6834" 2007 156 TRUE 2 1 61.5 1.9 FALSE "scorff" "fr" "F"
"6840" 2004 92 FALSE 1 2 81 3.76 TRUE "scorff" "fr" "F"
"6843" 2002 89 TRUE 2 2 88.2 6.18 FALSE "scorff" "fr" "F"
"6847" 2010 155 FALSE 1 1 73.8 2.48 FALSE "scorff" "fr" "M"
"6848" 2015 181 FALSE 1 1 56.9 1.33 FALSE "scorff" "fr" "F"
"6858" 2002 143 FALSE 1 1 74.3 3.26 FALSE "scorff" "fr" "M"
"6866" 2014 175 FALSE 2 1 53.1 0.89 TRUE "scorff" "fr" "F"
"6869" 2015 166 FALSE 1 1 59.3 1.37 FALSE "scorff" "fr" "M"
"6876" 2002 104 FALSE 2 2 74.1 2.43 FALSE "scorff" "fr" "F"
"6878" 2009 119 FALSE 1 4 100 6.72 TRUE "scorff" "fr" "F"
"6885" 2015 155 TRUE 2 1 66.7 2.51 FALSE "scorff" "fr" "F"
"6890" 2009 176 FALSE 1 1 60.1 1.38 FALSE "scorff" "fr" "M"
"6891" 2002 85 TRUE 1 2 80.1 3.97 FALSE "scorff" "fr" "F"
"6892" 2005 159 TRUE 3 1 59.8 1.7 FALSE "scorff" "fr" "M"
"6901" 2012 166 FALSE 1 1 68.7 2.16 FALSE "scorff" "fr" "M"
"6902" 2001 140 FALSE 1 1 61.3 1.53 FALSE "scorff" "fr" "M"
"6904" 2009 94 TRUE 1 2 76 3.56 FALSE "scorff" "fr" "F"
"6905" 2000 98 FALSE 1 2 83.1 4.4 TRUE "scorff" "fr" "F"
"6910" 2004 87 TRUE 3 2 80.4 4.93 FALSE "scorff" "fr" "F"
"6920" 2002 104 FALSE 1 2 80.3 3.1 FALSE "scorff" "fr" "F"
"6923" 2001 104 FALSE 1 2 79 3.43 TRUE "scorff" "fr" "F"
"6932" 2002 106 TRUE 2 2 78.8 3.87 FALSE "scorff" "fr" "F"
"6939" 2013 100 TRUE 2 3 76.8 4.31 FALSE "scorff" "fr" "F"
"6942" 2014 131 FALSE 1 3 87.7 4.44 FALSE "scorff" "fr" "F"
"6945" 2005 168 FALSE 1 1 66.3 1.72 FALSE "scorff" "fr" "M"
"6951" 2001 135 TRUE 2 1 61 2.18 FALSE "scorff" "fr" "M"
"6955" 2001 126 FALSE 1 2 80.4 3.45 FALSE "scorff" "fr" "F"
"6956" 2001 113 FALSE 2 2 81.7 3.92 FALSE "scorff" "fr" "F"
"6961" 2002 121 FALSE 1 2 77.4 3.03 TRUE "scorff" "fr" "F"
"6962" 2001 87 FALSE 1 4 101 6.99 FALSE "scorff" "fr" "F"
"6964" 2008 178 FALSE 1 1 73.4 2.72 FALSE "scorff" "fr" "M"
"6965" 2005 86 TRUE 2 2 82.4 4.61 FALSE "scorff" "fr" "F"
"6972" 2012 110 FALSE 2 2 70.5 2.48 FALSE "scorff" "fr" "M"
"6981" 2006 120 FALSE 1 2 78.2 2.9 FALSE "scorff" "fr" "F"
"6986" 2014 116 TRUE 2 3 88.5 5.72 TRUE "scorff" "fr" "F"
"6996" 2000 95 TRUE 1 2 78.6 4.15 FALSE "scorff" "fr" "F"
"7002" 2013 86 TRUE 2 2 74.6 3.33 FALSE "scorff" "fr" "M"
"7007" 2008 167 FALSE 1 1 68.9 2.45 FALSE "scorff" "fr" "M"
"7008" 2014 165 TRUE 2 1 60.6 1.68 FALSE "scorff" "fr" "M"
"7009" 2004 141 TRUE 3 1 65.2 2.27 FALSE "scorff" "fr" "F"
"7017" 2000 85 TRUE 2 2 77.7 4.33 FALSE "scorff" "fr" "F"
"7021" 2001 105 FALSE 1 2 76 3.14 FALSE "scorff" "fr" "F"
"7023" 2004 90 TRUE 1 2 77.1 4.01 FALSE "scorff" "fr" "F"
"7026" 2004 117 FALSE 1 2 82.5 4.22 TRUE "scorff" "fr" "M"
"7036" 2010 111 FALSE 2 2 73.2 2.91 FALSE "scorff" "fr" "F"
"7038" 2000 137 TRUE 2 1 66.4 2.93 FALSE "scorff" "fr" "M"
"7040" 2005 118 FALSE 1 4 93.8 6.31 TRUE "scorff" "fr" "F"
"7053" 2003 146 FALSE 1 1 53 1.18 TRUE "scorff" "fr" "M"
"7062" 2005 103 FALSE 2 2 74.2 2.43 FALSE "scorff" "fr" "M"
"7064" 2004 80 TRUE 3 2 84.1 5.66 TRUE "scorff" "fr" "F"
"7071" 2005 127 FALSE 1 2 78.5 3.53 FALSE "scorff" "fr" "F"
"7073" 2005 166 FALSE 1 1 74.4 2.48 NA "scorff" "fr" "M"
"7086" 2003 123 FALSE 2 2 72 2.18 FALSE "scorff" "fr" "F"
"7087" 2003 91 TRUE 1 2 80.4 4.35 FALSE "scorff" "fr" "F"
"7088" 2004 92 FALSE 1 2 87.3 4.92 FALSE "scorff" "fr" "M"
"7092" 2009 157 FALSE 2 1 65.5 1.61 FALSE "scorff" "fr" "F"
"7096" 2004 162 FALSE 1 1 71.6 1.97 TRUE "scorff" "fr" "F"
"7098" 2013 115 FALSE 1 2 73.6 2.55 FALSE "scorff" "fr" "F"
"7100" 2002 145 FALSE 1 1 71.3 2.35 FALSE "scorff" "fr" "F"
"7103" 2007 95 TRUE 1 2 78.3 4.06 FALSE "scorff" "fr" "F"
"7112" 2011 84 TRUE 2 2 66 2.62 FALSE "scorff" "fr" "F"
"7115" 2003 131 TRUE 1 1 66.8 2.82 FALSE "scorff" "fr" "F"
"7120" 2004 172 FALSE 1 1 73.2 2.48 FALSE "scorff" "fr" "M"
"7121" 2003 108 FALSE 1 2 75.6 3.28 FALSE "scorff" "fr" "F"
"7128" 2002 100 FALSE 1 3 85.1 4.52 FALSE "scorff" "fr" "F"
"7137" 2015 156 TRUE 1 1 54.6 1.58 FALSE "scorff" "fr" "M"
"7144" 2002 108 FALSE 2 2 74.1 3.04 FALSE "scorff" "fr" "M"
"7147" 2013 150 TRUE 2 1 72.9 3.68 FALSE "scorff" "fr" "M"
"7148" 2006 87 TRUE 2 3 78.1 4.62 FALSE "scorff" "fr" "M"
"7150" 2017 121 FALSE 1 2 66.5 2.57 FALSE "scorff" "fr" "F"
"7151" 2000 85 TRUE 1 2 80.8 4.28 FALSE "scorff" "fr" "F"
"7152" 2010 145 TRUE 1 1 59.3 1.88 FALSE "scorff" "fr" "M"
"NA.3" NA NA NA NA NA NA NA NA NA NA NA
"7171" 2016 185 FALSE 1 1 66.2 1.81 FALSE "scorff" "fr" "M"
"7183" 2015 185 FALSE 1 1 62.6 1.6 FALSE "scorff" "fr" "M"
"7190" 2002 153 TRUE 1 1 64 1.94 FALSE "scorff" "fr" "M"
"7194" 2012 169 FALSE 1 1 57.5 1.36 FALSE "scorff" "fr" "M"
"7195" 2015 83 TRUE 1 2 68.5 2.51 FALSE "scorff" "fr" "F"
"7210" 2004 89 FALSE 1 3 83.2 4.14 FALSE "scorff" "fr" "M"
"7215" 2006 136 TRUE 2 1 74.4 3.88 FALSE "scorff" "fr" "M"
"7222" 2000 93 FALSE 1 3 89.8 5.22 FALSE "scorff" "fr" "F"
"7226" 2004 94 FALSE 1 2 81 3.76 FALSE "scorff" "fr" "F"
"7236" 2002 85 TRUE 2 2 83.9 5.04 FALSE "scorff" "fr" "F"
"7240" 2007 144 TRUE 1 1 66.1 2.14 FALSE "scorff" "fr" "M"
"7250" 2017 155 TRUE 1 1 69 2.5 FALSE "scorff" "fr" "F"
"7262" 2005 89 TRUE 2 4 97.7 9.2 TRUE "scorff" "fr" "F"
"7275" 2006 105 FALSE 1 2 79.3 3.49 TRUE "scorff" "fr" "F"
"7284" 2013 99 TRUE 1 2 71.6 3.36 TRUE "scorff" "fr" "F"
"7285" 2013 110 TRUE 2 2 78.8 4.73 FALSE "scorff" "fr" "M"
"7292" 2009 127 FALSE 1 2 75.6 2.58 FALSE "scorff" "fr" "F"
"7294" 2017 153 TRUE 1 1 67.8 2.72 FALSE "scorff" "fr" "M"
"7300" 2007 141 TRUE 1 1 63.8 2.2 FALSE "scorff" "fr" "F"
"7306" 2011 165 FALSE 1 1 64.9 1.99 FALSE "scorff" "fr" "M"
"7309" 2001 152 FALSE 1 1 64.9 2.26 FALSE "scorff" "fr" "M"
"7315" 2001 163 FALSE 2 NA 65.6 1.49 FALSE "scorff" "fr" "M"
"7316" 2012 118 FALSE 1 2 74.5 2.74 FALSE "scorff" "fr" NA
"7320" 2006 89 TRUE 2 2 85.2 5.07 FALSE "scorff" "fr" "F"
"7321" 2008 116 TRUE 1 4 97.7 7.46 TRUE "scorff" "fr" "M"
"7325" 2003 105 TRUE 1 3 87.4 4.98 FALSE "scorff" "fr" "F"
"7327" 2014 157 TRUE 1 1 65.8 2.53 FALSE "scorff" "fr" "M"
"7331" 2005 149 TRUE 1 1 65.1 1.95 FALSE "scorff" "fr" "M"
